年份,題號 ,答案 ,完整題目,章節出處,名稱
106,91,B,在大量傷病患事故，依照 Simple Triage and Rapid Treatment （ START ） 檢傷分類法評估以下病患： 1.中年女性。可行走。全身多處擦傷，包括兩側膝蓋與左側手掌，左小腿有 4 公分之撕裂傷持續出血中。 2.老年男性。意識不清對痛無反應，橈動脈摸得到。左頭皮有 10 公分撕裂傷，持續流血。 3.年輕女性。無法行走，意識清醒，血壓 130/58 mmHg ，脈搏 126/ 分鐘，呼吸 20/ 分鐘。跌倒後右膝蓋腫脹。 4.中年男性。無法行走，意識混亂，血壓 130/60 mmHg ，脈搏 130/ 分鐘，呼吸 36/ 分鐘。顏面部呈焦黑，眉毛被燒至焦黑，呼吸困難。 5.老年男性。四肢無力無法移動，不停呼叫求救，但可以配合簡單指令，血壓 125/60 mmHg ，脈搏 90/ 分鐘，呼吸 12/ 分鐘。除前額血腫外無其他明顯外傷。 6.年輕男性。可行走，意識清楚，血壓 110/68 mmHg ，心跳 89/ 分鐘，呼吸 16/ 分鐘。左小腿壓傷，輕微腫脹，表面擦傷約 8 公 x4 公分，無變形或出血。 7.中年女性。無法行走，打開呼吸道後沒有呼吸，沒有脈搏。遭重物壓迫後左側小腿截肢，附近發現殘肢。 經過你的檢傷分類後，請問分類的結果應該為何？ (A)2 黑 1 紅 2 黃 2 綠。 (B)1 黑 2 紅 2 黃 2 綠。 (C)1 黑 2 紅 1 黃 3 綠。 (D)2 黑 2 紅 1 黃 2 綠。,第 52 章,大量病人與災難應變
106,92,B,使用 START （ Simple Triage And Rapid Treatment ）方法進行檢傷分類時，容易被「輕症重判」的病患，下列何者為非？ (A)失聰傷患。 (B)嗆傷傷患。 (C)過度換氣傷患。 (D)下肢殘障傷患。,第 52 章,大量病人與災難應變
106,93,C,關於毒性化學物質汙染的現場處置，何者為非？ (A)辨識危害物質並不容易，可能必須配合病患症以及現場資訊來一同判斷。 (B)目前危害物質管轄的單位很多，包含環保署、勞動部、經濟部，消防署等等。 (C)火災使用的防焰衣以及個人防護裝備，屬於 B 級的化災防護衣。 (D)處理毒化災現場時，處理得「對」比處理得「快」還重要。如果沒有適當的防護，救災救護人員或病患都可能受到二次傷害。,第 53 章,危害物質與核生化應變
106,94,C,關於毒化災現場傷患緊急處理，下列何者為非？ (A)污染傷口應先清洗，再以防水敷料包紮。 (B)傷患除污應在設置於暖區的除污走廊內進行。 (C)呼吸衰竭傷患，應於熱區插管後，再送至暖區除污。 (D)眼睛受污染傷患，可以大量生理食鹽水用沖眼器沖洗。,第 53 章,危害物質與核生化應變
106,95,D,關於危害物質對健康的傷害，下列敘述何者為非？ (A)有機磷殺蟲劑可能造成意識障礙或痙攣。 (B)氯氣主要傷害呼吸系統，嚴重可能造成呼吸衰竭。 (C)氦氣濃度太高時，空氣中含氧量下降，造成缺氧性窒息。 (D)氮氣造成紅血球破壞產生溶血，使細胞無法使用氧氣而窒息。,第 53 章,危害物質與核生化應變
106,96,A,關於生物恐怖事件（ Bioterrorism ），下列敘述何者為非？ (A)可依規劃進行有效率的散播，而且影響區域可界定明確的地理範圍。 (B)施放的恐怖分子本身可能也受到感染。 (C)造成大量傷亡所需費用較低，又稱為「窮人的原子彈」。 (D)炭疽病、鼠疫、天花屬於最高優先級（ A 類）可能被使用的生物戰劑。,第 53 章,危害物質與核生化應變
106,97,B,關於輻災事故的應變觀念，下列敘述何者為非？ (A)輻射物質如由吸入或吃入方式進入人體，造成之傷害十分嚴重。所以切勿在管制區域内抽菸或飲食，以減少吸收輻射物質的機會。 (B)以前曾參與輻災救災的工作人員，因為經驗較為豐富，應該儘可能派往第一線執行救護或除污的工作。 (C)處理輻射事故之緊急救護人員應著長袖衣服，戴雙層手套、眼罩、口罩及帽子，以避免受到可能的輻射污染。 (D)所有於輻射事故工作之人員，均須佩帶個人輻射計量器。,第 53 章,危害物質與核生化應變
106,98,D,關於大型活動的緊急醫療救護，何者為非？ (A)大型活動與一般緊急災害事件最大的不同，在於事先的規劃、減災措施可以減少災害發生的機率與可能的人命、財產損失。 (B)醫療站設置的評估，需考慮活動的性質、地理資訊、參與人員的人數與特質、舉辦時間等。 (C)大型活動的現場醫療最好可以與當地的醫療衛生資源建立合作機制，以利傷患的後送。 (D)事故指揮系統（ Incident Command System ）僅適用於災難時候場景，在大型活動的現場醫療救護規劃不適用。,第 54 章,大型活動之緊急醫療救護
106,99,D,關於大型活動的緊急醫療救護規劃，下列何者為非？ (A)應針對恐怖攻擊進行規劃。 (B)「保護自己的安全」為首要規劃重點。 (C)醫療站位置最好設置在五分鐘路程內可到所有活動區域處。 (D)若無法在十分鐘內提供 ACLS 的醫療照顧，則現場必須準備自動體外電擊器。,第 54 章,大型活動之緊急醫療救護
106,100,B,依國內災害防救法，下列哪一種災害應負責指揮、督導、協調之中央災害防救業務主管機關何者為非？ (A)重大火災為內政部。 (B)毒性化學物質災害為經濟部。 (C)土石流災害為行政院農業委員會。 (D)震災為內政部。,第 57 章,常見天然災害
107,1,A,救護技術員執行業務時常會造成職業傷害，以下何者為非？ (A)注射藥物時若發生針扎事件，會導致 A 型或 C 型肝炎，甚至 HIV 的感染可能性。 (B)姿勢不良的搬運常會造成背痛，搬運過重傷患時建議以輔具協助。 (C)若有暴露到水痘患者，僅配置口罩與手套無法保護自身安全而不被傳染。 (D)執行業務導致之創傷後壓力症候群，為救護技術員職業傷害之一。,第 5 章,救護技術員的職業安全與傳染病防治
107,2,C,醫療指導醫師每月到大隊主持案例討論會，針對案例內容與救護技術員進行一問一答的即時諮詢與討論，這是在進行那一類的醫療指導？ (A)前膽性。 (B)即時性。 (C)回溯性。 (D)研究性。,第 9 章,緊急醫療救護的品質管理
107,3,A,我國緊急醫療救護法，所指緊急醫療救護人員，以下何者為非？ (A)第一反應人員（ First responder ）。 (B)護理人員。 (C)救護技術員。 (D)醫師。,第 4 章,緊急醫療救護相關法律規範
107,4,B,緊急救護之優先派遣，是以何者為主要判定優先與否之依據？ (A)病患年齡。 (B)關鍵問題。 (C)求救者之緊張程度。 (D)求救者認定之嚴重度。,第 7 章,緊急醫療救護派遣系統
107,5,B,民眾接觸緊急醫療救護系統的第一道窗口為何？ (A)第一反應人員。 (B)緊急救護派遣員。 (C)到達現場之救護技術員。 (D)旁觀者。,第 7 章,緊急醫療救護派遣系統
107,6,D,何者不是緊急救護醫療指導醫師的工作範疇？ (A)緊急醫療救護體系的整體規劃。 (B)教育訓練。 (C)督導考核緊急救護派遣員。 (D)救災救護指揮中心值勤。,第 9 章,緊急醫療救護的品質管理
107,7,C,緊急救護之「反應時間間距（ Response Time Interval ）」應為？ (A)以救災救護指揮中心接到電話至救護人員到達現場之時間間距計算。 (B)以通知出勤至救護人員到達傷病患身旁之時間間距計算。 (C)以救災救護指揮中心接到電話至救護人員到達傷病患身旁之時間間距計算。 (D)以出勤至救護人員到達傷病患身旁之時間間距計算。,第 9 章,緊急醫療救護的品質管理
107,8,B,55 歲男性，早上起床時發現自己臉歪一邊，右眼無法緊閉且口水會自右嘴角不自主流下，擔心自己是中風，所以請求 119 協助。現場評估發現，病患除了臉歪以外，說話表達流暢且無肢體無力的情形，下列敘述何者為非？ (A)是第七對腦神經有病灶。 (B)受影響的腦神經源自延腦。 (C)此腦神經為包含感覺與運動的混合型神經。 (D)可以評估抬頭紋來區分是中樞型或是周邊型。,第 12 章,人體基本解剖與生理（神經系統）
107,9,D,依據「法蘭克 - 史達林」心臟定律，來解釋各類休克的原因，以下敘述何者為非？ (A)敗血性休克是由於總周邊血管阻力（ total peripheral resistance ）下降，所以才產生低血壓。 (B)神經性休克是因為自律神經失能，導致總周邊血管阻力（ total peripheral resistance ）下降且心跳速率（ heart rate ）無法反應性上升，而產生低血壓。 (C)心因性休克是由於心臟功能受損，心搏出量（ stroke volume ）下降，才導致低血壓。 (D)阻塞性休克是因為總周邊血管阻力（ total peripheral resistance ）上升與心搏出量（ stroke volume ）下降，所以才產生低血壓。,第 12 章,人體基本解剖與生理（循環系統與休克生理）
107,10,A,人體自律神經系統的作用，下列何者為非 ? ？ (A)交感神經作用引起氣管擴張。 (B)副交感神經作用引起腸蠕動增加。 (C)交感神經作用引起膀胱排空延遲。 (D)副交感神經作用引起唾液分泌。,第 12 章,人體基本解剖與生理（自律神經系統）
107,11,A,有關藥理學相關的名詞與作用，何者為非？ (A)治療指標（ Therapeutic Index; TI ）用來評估一個藥物的治療效用與反應 (B)藥物動力學就是研究身體在一定時間內，如何處理藥物。 (C)競爭性抑制劑（ Competitive antagonist ）反應多為可逆反應。 (D)副作用（ Side effect ）：在藥物治療劑量內發生不希望出現但常常是無法避免的效果。而這些效果是不是原先給予這個藥物所想要的。,第 16 章,緊急救護藥理學
107,12,D,Amiodarone 是常使用的抗心律不整藥物，就您對此藥的了解，以下敘述何者為非？ (A)屬於第三類（ Class III ）的抗心律不整藥物。 (B)可能引致血管擴張及血壓下降。 (C)與第四類抗心律不整藥物併用時，易導致 torsades de point 。 (D)藥效半生期短，易累積在體內。,第 16 章,緊急救護藥理學
107,13,A,35 歲男性從火場被救出，體重目測約 75 公斤，燒燙傷面積一度約為 10% ，二度約為18% ，三度約佔 9% ，依據 Parkland Formula 的方式計算，使用兩條標準輸液套管滴注，請推算前八小時每一條標準輸液套管每分鐘須調整為幾滴最為合適？ (A)85 。 (B)75 。 (C)60 。 (D)50 。,第 31 章,灼傷與電灼害（輸液計算）
107,14,B,依據您所了解的呼吸生理學，有關右圖的敘述何者為非？ (A)甲是指正常吸氣之後，再故意用力吸氣，所能吸入的最大氣體量。 (B)肺容量（ Pulmonary capacity ）是指丙 + 丁。 (C)肺活量（ Vital capacity ）是指甲 + 乙 + 丙。 (D)乙稱為潮氣容積（ Tidal volume ），成人平均約為 500 ～ 600mL 。,第 12 章,人體基本解剖與生理（呼吸生理）
107,15,D,下列何者不是困難插管的評估與預測因子？ (A)嘴巴張大超過 3 指幅。 (B)下巴尖端至舌骨距離超過 3 指幅。 (C)舌骨至甲狀軟骨距離超過 2 指幅。 (D)下頷骨至環狀軟骨距離超過 3 指幅。,第 15 章,進階呼吸道處置與呼吸監測
107,16,D,醫病之間互動與溝通的技巧是非常重要的。高級救護技術員在救護的過程中，關於展現同理心的技巧，下列何者為非？ (A)注意病患或家屬肢體或語調所展現的情緒反應，並對些情緒反應採取開放的態度看待。 (B)用適度的肢體語言表達同理心，例如：臉部的表情、適度的接觸，如輕拍肩膀等等。 (C)根據病患或家屬的情緒回饋適度調整自己的應對，必要時以適時的沈默面對也無妨。 (D)病患或家屬表現緊張情緒時，利用「放心好了，不會有什麼問題」類似語句加以安撫。,第 18 章,醫病關係與溝通技巧
107,17,D,下列症狀何者是典型的蜘蛛網膜下腔出血？ (A)昨天咳嗽、流鼻水、喉嚨痛，今天整個頭劇痛，還高燒到 39 度。 (B)一小時前頭劇痛，三個月前騎機車出車禍有撞到頭，期間一直沒不舒服。 (C)一小時前忽然左側顳葉處搏動性劇痛，痛到噁心但沒吐，而且會怕光。 (D)一小時前忽然整個頭痛欲裂，這輩子沒這麼痛過，痛到吐了兩次，頸部覺得僵硬怪怪的。,第 36 章,神經系統急症與急性腦中風
107,18,D,下列關於病史詢問的技巧，何者為是？ (A)因救護現場環境因素及時間有限，一般會用專一性的問句來迅速獲得臨床上最重要的病史訊息。 (B)重複病患的句尾幾個字會打斷病患的思路，而且會讓病患有不被尊重的感受，應盡可能避免。 (C)澄清（ clarification ）的目的在於對病患含糊的描述加以釐清。可依程度量化的問句常會誤導病患對於症狀的描述。 (D)鼓勵病患描述病情的方式並不限於言語；適時的點頭，或是眼神接觸都可以達到順勢引導的效果。,第 19 章,病史詢問
107,19,A,下列病患在未給氧時的血氧濃度都是 100% ，但以下的理學檢查發現，何者最需考慮盡速給予氣管內管插管？ (A)火場救出顏面燒傷傷患，頸部明顯喘鳴音（ stridor ），眉毛鼻毛燒焦捲曲。 (B)過去病史心臟衰竭患者，兩側明顯濕囉音（ crackles ），使用輔助呼吸肌。 (C)患者出現庫斯毛耳氏呼吸（ Kussmaul respiration ），呼吸每分鐘次數 32 下。 (D)意識不清患者，瞳孔不等大，呼吸每分鐘次數 12 下，血壓 200/120 mmHg 。,第 31 章,灼傷與電灼害（吸入性損傷評估）
107,20,D,你接獲派遣出勤酒醉路倒的患者。到達現場時病患渾身酒味，意識對聲音有反應，呼吸型態快且每次都進行深度換氣，下列敘述何者為是？ (A)此種呼吸為陳施氏呼吸（ Cheyne-Stokes respiration ）。 (B)此種呼吸型態為畢歐氏呼吸（ Biot’s respiration ）。 (C)應考慮病患可能為甲醇中毒引起的代謝性鹼中毒。 (D)需對病患驗血糖，因有可能是糖尿病酮酸中毒引起。,第 37 章,內分泌與代謝急症（DKA）
107,21,B,下列有關高品質成人基本救命術的敘述，何者為是？ (A)在去顫電擊完成之後，要立即確認病患有無恢復脈搏。 (B)持續壓胸，盡可能只在「檢查節律」及「去顫電擊」時中斷壓胸。 (C)只要施救者不覺得累，胸部按壓可以不用換手避免中斷。 (D)去顫電擊的目的是把電擊能量傳給心臟讓它重新跳動。,第 23 章,基本生命支持與急救
